18.16238	-66.722627
18.379907	-67.188101
18.427335	-67.154032
18.257457	-66.104103
18.140213	-66.265356
18.285567	-67.141078
18.460731	-66.743199
17.965725	-66.061079
18.45052	-66.539207
18.187	-66.3051
18.395782	-66.150994
18.088233	-67.146196
18.238552	-66.036549
18.484288	-66.845491
18.375153	-65.898814
18.380449	-65.953542
18.446792	-66.134486
18.112458	-66.166073
18.26718	-65.65232
18.336801	-66.468653
18.175894	-66.161351
18.074425	-66.367587
18.222688	-66.223318
18.305714	-66.329149
18.318167	-65.284438
18.451102	-66.284699
18.334206	-65.657152
18.366264	-66.561115
17.972515	-66.93105
17.962686	-66.131237
18.020366	-66.788631
18.355837	-66.113672
18.251542	-65.984128
18.403512	-66.790915
18.134536	-67.111995
18.145185	-65.804427
18.450189	-66.998131
18.218447	-66.596022
18.052011	-66.504973
18.228045	-65.921026
18.045212	-67.058554
18.294833	-66.881259
18.233717	-66.984791
18.183416	-65.866509
18.426124	-65.88273
18.341412	-65.725445
18.416143	-66.487826
18.182032	-66.981479
18.00568	-65.900301
18.20598	-67.139595
18.394637	-67.113871
18.326258	-66.406115
18.212052	-65.735071
18.301642	-66.245203
18.225561	-66.3919
18.025626	-66.004491
18.055794	-66.717794
18.010261	-66.615572
18.445251	-66.92514
18.332548	-67.232678
18.344191	-65.813754
18.082085	-66.965734
17.975027	-66.295582
18.080512	-67.044954
18.188487	-65.966544
18.327482	-66.962291
17.996615	-66.389208
18.38843	-66.248454
18.444252	-66.254074
18.356228	-66.008736
18.265954	-66.701625
18.413214	-66.329022
18.424306	-66.396583
18.127303	-65.440753
18.128392	-66.469573
18.049865	-65.87922
18.035781	-66.850104
